ID,Decision,Build_Selfcon,Tier,Marital_Status,Employer_Type,OldEmi_d,BankSave_d,Age,YrsAdd,YrsJob,TotInc,MarVal,LoanReq,Term,CalcEmi,IIR,IAR,OldEmi,LTV,FOIR
SHB-COXX-791700,1,Self Contruction,3,Married,Corporate,0,0,47,2,11,24008,1200000,780000,180,12004.23047,50.00095997,86.99978597,0,65,50.00095997
SHB-M2KI-595369,1,Self Contruction,3,Married,Corporate,0,0,46,7,10,23556,1271186,750000,180,11542.53027,49.00038323,84.00065696,0,59.00002045,49.00038323
SHB-XZ4E-923889,0,Self Contruction,3,Married,Corporate,1,1,41,15,4,19159,789474,300000,84,6130.740234,31.9992705,77.99923962,2573,37.9999848,45.42899021
SHB-34K4-731731,1,Self Contruction,3,Married,Business,0,1,31,25,8,64800,2000000,800000,180,12312.03027,19.00004672,46.99965748,0,40,19.00004672
SHB-E4WD-971469,1,Self Contruction,3,Married,Corporate,0,0,35,3,1,41973,1304348,600000,180,9234.030273,21.99992918,40.00013114,0,45.99999387,21.99992918
SHB-8Z1E-538741,0,Self Contruction,3,Married,Business,0,0,35,25,8,15000,187500,300000,84,6130.740234,40.87160156,68.11933594,0,160,40.87160156
SHB-8VV8-898518,1,Self Contruction,3,Married,Corporate,0,0,41,3,7,33276,2051282,800000,180,12312.03027,36.99973036,67.99972536,0,39.00000098,36.99973036
SHB-4FHF-782272,1,Self Contruction,3,Married,Business,0,0,27,4,7,53531,1600000,800000,180,12312.03027,22.9998137,36.99973036,0,50,22.9998137
SHB-6DWE-527606,1,Self Contruction,3,Married,Corporate,0,1,47,4,6,24047,1190476,750000,180,11542.53027,47.99987638,96.0037451,0,63.00001008,47.99987638
SHB-JJ7A-810014,1,Self Contruction,3,Married,Corporate,0,0,45,3,18,22546,1111111,700000,180,11272.9502,49.9997791,82.99919154,0,63.0000063,49.9997791
SHB-U986-799278,1,Self Contruction,3,Married,Corporate,0,0,40,4,20,25127,1194030,800000,180,12312.03027,48.99920513,80.00019671,0,66.99999163,48.99920513
SHB-CTRV-828173,1,Self Contruction,3,Married,Corporate,0,1,27,10,4,25308,1013699,740000,180,11388.62988,45.00011808,98.00042925,0,72.99997336,45.00011808
SHB-E908-829878,1,Self Contruction,3,Married,Ind/SmallBus,1,1,55,8,3,36548,1282051,500000,60,12426.29004,33.99991802,60.99990201,5453,39.00000858,48.92002309
SHB-OJ0A-752906,1,Self Contruction,3,Married,Business,0,0,36,4,12,39716,3478261,800000,180,12312.03027,31.00017694,63.99849399,0,22.99999914,31.00017694
SHB-X13R-597234,0,Self Contruction,3,Married,Business,0,1,49,1,15,35177,1000000,800000,180,12312.03027,35.0002282,62.99969438,0,80,35.0002282
SHB-REDB-576837,1,Self Contruction,3,Married,Business,0,0,40,36,21,35139,600000,300000,84,7027.779785,19.99994247,35.99928176,0,50,19.99994247
SHB-17FB-803791,0,Self Contruction,3,Married,Corporate,0,0,43,2,3,24047,806452,500000,180,7695.02002,31.99991691,37.00062518,0,61.99997024,31.99991691
SHB-80CA-933098,1,Builder,3,Married,Corporate,0,0,36,1,8,17863,812500,325000,180,5001.759766,28.00067047,94.00037146,0,40,28.00067047
SHB-R6DO-656279,0,Self Contruction,3,Married,Business,0,0,33,5,20,33276,1509434,800000,180,12312.03027,36.99973036,55.99940996,0,52.99999868,36.99973036
SHB-A04D-889305,1,Self Contruction,3,Married,Govt,0,0,24,1,3,18106,930233,400000,180,6156.02002,33.99988965,46.99969476,0,42.99997958,33.99988965
SHB-U7TZ-992193,1,Self Contruction,3,Married,Corporate,0,0,31,1,3,33423,632911,500000,120,8689.879883,25.99970045,43.0000489,0,79.00004898,25.99970045
SHB-812X-862792,1,Self Contruction,3,Married,Corporate,0,0,32,2,1,14134,633803,450000,180,6925.52002,48.99900962,83.00000023,0,70.99997949,48.99900962
SHB-O96D-733604,1,Self Contruction,3,Married,Business,0,0,50,1,20,39900,1000000,700000,180,10773.03027,27.00007587,39.0002182,0,70,27.00007587
SHB-7V68-808289,1,Self Contruction,3,Married,Govt,0,0,52,2,23,22594,812500,650000,120,11296.84961,49.99933438,89.00062719,0,80,49.99933438
SHB-58Y6-936427,0,Self Contruction,3,Married,Business,0,0,38,4,15,39716,1000000,800000,180,12312.03027,31.00017694,40.00009835,0,80,31.00017694
SHB-AQ16-804527,1,Self Contruction,3,Married,Business,0,0,33,1,4,53531,1000000,800000,180,12312.03027,22.9998137,30.00007377,0,80,22.9998137
SHB-47G5-679273,0,Self Contruction,3,Married,Business,0,0,38,5,9,18994,500000,300000,84,7027.779785,36.99999887,54.00168884,0,60,36.99999887
SHB-ATC4-967199,1,Self Contruction,3,Unmarried,Corporate,0,0,31,15,8,15625,803571,450000,144,7343.649902,46.99935938,84.00423132,0,56.00002987,46.99935938
SHB-26JS-823055,0,Self Contruction,3,Married,Business,0,0,44,1,0,35515,967742,600000,180,9234.030273,26.00036681,91.99990309,0,61.99999587,26.00036681
SHB-7K6U-795684,0,Self Contruction,3,Married,Corporate,0,0,23,2,3,16344,400000,300000,84,7027.779785,42.9991421,98.99675708,0,75,42.9991421
SHB-8555-695162,1,Self Contruction,3,Married,Corporate,0,1,29,20,1,24624,1509434,800000,180,12312.03027,50.00012294,92.99818924,0,52.99999868,50.00012294
SHB-WC21-624102,1,Self Contruction,3,Married,Corporate,0,0,56,30,32,36069,1351351,500000,48,14427.51953,39.9997769,66.99879043,0,37.00000962,39.9997769
SHB-C785-786431,1,Self Contruction,3,Unmarried,Business,0,1,29,3,5,52139,845070,600000,120,10427.86035,20.00011575,37.99963688,0,71.0000355,20.00011575
SHB-W1RX-875698,0,Self Contruction,3,Married,Business,0,0,46,25,15,28966,1111111,200000,120,3475.949951,12.0001034,14.99999979,0,18.0000018,12.0001034
SHB-26Z8-886656,0,Self Contruction,3,Married,Business,0,0,38,5,13,49248,1509434,800000,180,12312.03027,25.00006147,36.00008852,0,52.99999868,25.00006147
SHB-3L9N-915352,1,Self Contruction,3,Married,Corporate,0,0,38,2,15,26519,1274510,650000,144,10607.5,39.99962291,83.00078247,0,50.99999215,39.99962291
SHB-A0V7-606691,1,Self Contruction,3,Married,Corporate,0,1,29,1,1,46237,1142857,800000,60,19882.06055,43.0003256,71.99992955,0,70.00000875,43.0003256
SHB-8W5I-548552,1,Self Contruction,3,Married,Corporate,0,1,42,6,15,23318,1000000,500000,180,7695.02002,33.00034317,95.99575873,0,50,33.00034317
SHB-YY5Q-640750,1,Self Contruction,3,Married,Business,0,0,24,14,0,42455,1012658,800000,180,12312.03027,29.00018908,43.99982229,0,79.00001778,29.00018908
SHB-HP8B-934478,0,Self Contruction,3,Married,Ind/SmallBus,0,0,33,30,10,35177,2222222,800000,180,12312.03027,35.0002282,42.00051263,0,36.0000036,35.0002282
SHB-55X0-879702,1,Self Contruction,3,Married,Business,0,0,38,10,15,32063,1515152,500000,180,7695.02002,23.99968817,31.99991691,0,32.99998944,23.99968817
SHB-2PP3-909366,1,Self Contruction,3,Unmarried,Govt,0,1,36,34,13,20369,1800000,450000,180,6925.52002,34.00029466,91.99681216,0,25,34.00029466
SHB-WJ4E-707940,1,Self Contruction,3,Married,Business,0,0,45,1,30,27037,984848,650000,180,10003.53027,36.99940923,86.00008832,0,66.00003249,36.99940923
SHB-04I4-952084,0,Self Contruction,3,Married,Corporate,0,0,31,4,3,14894,1052632,600000,180,9234.030273,61.99832331,96.99611632,0,56.9999772,61.99832331
SHB-723I-928183,1,Self Contruction,3,Unmarried,Corporate,0,0,31,2,1,28855,701754,400000,48,11542.01953,40.00006769,65.99965423,0,57.00003135,40.00006769
SHB-JW11-758956,0,Self Contruction,3,Married,Corporate,0,0,32,10,10,17955,897436,700000,180,10773.03027,60.00016861,97.99900185,0,77.99999109,60.00016861
SHB-201N-868313,0,Self Contruction,3,Married,Corporate,0,0,51,6,20,18185,500000,300000,60,7455.77002,40.99956018,72.00164191,0,60,40.99956018
SHB-VUTF-793035,0,Self Contruction,3,Married,Corporate,0,0,33,4,8,12150,500000,300000,180,4617.009766,38.00008038,96.99600348,0,60,38.00008038
SHB-8ILJ-993547,1,Self Contruction,3,Married,Business,0,0,56,1,25,40303,1012658,800000,108,14508.9502,35.99967793,49.99982837,0,79.00001778,35.99967793
SHB-H17C-882387,0,Self Contruction,3,Married,Corporate,0,1,45,1,1,17758,909091,300000,180,4617.009766,25.99960449,88.99402015,0,32.9999967,25.99960449
SHB-9J42-695871,1,Self Contruction,3,Married,Corporate,0,1,48,15,10,23318,1136364,500000,180,7695.02002,33.00034317,51.00092802,0,43.99998592,33.00034317
SHB-4W12-638885,0,Self Contruction,3,Married,Business,0,0,30,20,9,102600,2083333,1000000,180,15390.04004,15.00003902,16.99993377,0,48.00000768,15.00003902
SHB-B8I5-737012,0,Self Contruction,3,Married,Business,0,0,38,1,12,32646,795455,700000,180,10773.03027,32.99954136,39.99936982,0,87.99994971,32.99954136
SHB-S7O9-734330,1,Self Contruction,3,Married,Business,0,1,33,3,15,128250,1612903,1000000,180,15390.04004,12.00003122,15.00003902,0,62.00000868,12.00003122
SHB-ZJ0B-844806,0,Self Contruction,3,Married,Business,0,0,53,20,18,49705,600000,300000,60,7455.77002,15.00004028,19.99991958,0,50,15.00004028
SHB-2WON-919464,0,Self Contruction,3,Married,Corporate,0,0,30,28,8,14657,1000000,200000,180,3078.01001,21.00027297,35.00125096,0,20,21.00027297
SHB-M66I-908638,1,Self Contruction,3,Married,Govt,0,0,31,2,10,27982,1509434,800000,180,12312.03027,43.99982229,78.99923178,0,52.99999868,43.99982229
SHB-W4GT-813692,1,Self Contruction,3,Married,Corporate,0,1,40,6,1,21296,298507,200000,84,4685.189941,22.00032843,44.00065685,0,67.00010385,22.00032843
SHB-X5JV-802766,0,Self Contruction,3,Married,Business,0,0,42,1,17,34977,806452,500000,180,7695.02002,22.00022878,28.99951015,0,61.99997024,22.00022878
SHB-X7EB-969208,0,Self Contruction,3,Unmarried,Business,0,0,32,7,9,49645,2000000,1000000,180,15390.04004,31.00018137,67.00060966,0,50,31.00018137
SHB-5984-853523,0,Self Contruction,3,Married,Govt,0,0,38,25,8,20250,847458,500000,180,7695.02002,38.00009886,57.00014829,0,58.99997404,38.00009886
SHB-QQ6J-823776,0,Self Contruction,3,Married,Business,0,0,32,1,10,25099,545455,300000,84,7027.779785,28.0002382,35.99928176,0,54.99995417,28.0002382
SHB-1CDU-713051,1,Self Contruction,3,Married,Govt,0,0,44,2,23,20154,1250000,550000,180,8464.519531,41.99920379,85.00220457,0,44,41.99920379
SHB-5H91-599979,1,Self Contruction,3,Married,Business,1,0,34,18,17,55019,893750,715000,180,11003.87988,20.00014519,24.99972711,2294,80,24.16961392
SHB-L69X-646052,0,Self Contruction,3,Married,Business,0,0,38,1,18,40107,845070,600000,120,10427.86035,26.00010061,34.00019678,0,71.0000355,26.00010061
SHB-541C-683412,0,Self Contruction,3,Married,Business,0,0,30,3,8,49645,1886792,1000000,180,15390.04004,31.00018137,38.99964533,0,53.00001272,31.00018137
SHB-2TZT-998023,1,Self Contruction,3,Married,Business,0,0,39,1,16,20986,803571,450000,180,6925.52002,33.0006672,64.00073948,0,56.00002987,33.0006672
SHB-499G-816600,0,Self Contruction,3,Married,Business,0,0,43,6,25,29586,316456,250000,60,6213.140137,21.00027086,32.9994696,0,78.99992416,21.00027086
SHB-9QU6-969795,1,Self Contruction,3,Married,Corporate,0,0,35,4,4,24559,1293103,750000,180,11542.53027,46.99918675,80.00090292,0,58.00002011,46.99918675
SHB-I4J8-990353,0,Self Contruction,3,Married,Govt,0,0,43,42,20,19750,657895,250000,120,4344.939941,21.99969591,35.00032174,0,37.9999848,21.99969591
SHB-5I77-843179,1,Self Contruction,3,Married,Ind/SmallBus,0,0,42,1,8,13904,606061,200000,120,3475.949951,24.99964004,62.00410188,0,32.99997855,24.99964004
SHB-RBJ0-719815,1,Self Contruction,3,Married,Business,0,0,34,2,12,22151,802469,650000,120,11296.84961,50.99927592,95.0033606,0,81.00001371,50.99927592
SHB-6P9J-601061,1,Self Contruction,3,Married,Corporate,0,1,34,1,2,17589,888889,400000,180,6156.02002,34.99926101,97.00630349,0,44.99999438,34.99926101
SHB-H8RY-947046,1,Self Contruction,3,Unmarried,Corporate,0,1,22,7,3,37959,1282051,1000000,156,15942.9502,42.00044837,97.00018371,0,78.00001716,42.00044837
SHB-G5MC-952042,1,Self Contruction,3,Married,Govt,0,0,54,11,28,13944,446429,250000,84,5856.490234,42.0000734,90.00292353,0,55.99994624,42.0000734
SHB-G369-906714,0,Self Contruction,3,Married,Business,0,0,25,10,7,30177,1492537,1000000,180,15390.04004,50.99923796,61.99911388,0,67.00001407,50.99923796
SHB-09U2-871214,1,Self Contruction,3,Married,Business,0,0,43,5,10,38475,1194030,800000,180,12312.03027,32.00007868,42.99944216,0,66.99999163,32.00007868
SHB-909I-505923,0,Self Contruction,3,Married,Govt,0,0,44,9,18,30029,1000000,800000,180,12312.03027,41.00046713,62.00035388,0,80,41.00046713
SHB-9N36-850317,1,Self Contruction,3,Married,Business,0,0,29,8,14,35791,2380952,1000000,180,15390.04004,42.99974865,69.99927244,0,42.00000672,42.99974865
SHB-JZP1-661906,0,Self Contruction,3,Married,Corporate,0,0,33,2,1,14894,652174,300000,180,4617.009766,30.99912559,74.00240047,0,45.99999387,30.99912559
SHB-H504-730865,0,Self Contruction,3,Married,Business,0,0,37,8,15,24921,602410,500000,84,11712.96973,47.00040017,73.00074619,0,82.9999502,47.00040017
SHB-0A97-893523,1,Self Contruction,3,Married,Business,0,1,29,3,12,90417,1958333,940000,180,14466.63965,15.99991113,27.99976706,0,48.00000817,15.99991113
SHB-3K45-955997,0,Self Contruction,3,Unmarried,Business,0,0,30,6,5,34977,1492537,1000000,180,15390.04004,44.00045756,58.99957845,0,67.00001407,44.00045756
SHB-87O2-982190,1,Self Contruction,3,Married,Business,0,0,37,3,18,59192,1785714,1000000,180,15390.04004,26.0002028,38.00009886,0,56.00000896,26.0002028
SHB-3T6G-911104,0,Self Contruction,3,Married,Business,0,0,41,7,25,24828,500000,200000,120,3475.949951,14.00012063,19.0004917,0,40,14.00012063
SHB-Y5VE-978751,1,Self Contruction,3,Married,Govt,1,1,47,5,20,33457,704225,500000,180,7695.02002,22.99973106,85.99709454,7203,71.0000355,44.528858
SHB-T6K6-911523,1,Self Contruction,3,Married,Ind/SmallBus,0,0,38,10,3,30011,975000,780000,180,12004.23047,39.9994351,68.00107896,0,80,39.9994351
SHB-2DKY-937301,0,Self Contruction,3,Married,Business,0,0,48,6,25,25558,416667,250000,120,4344.939941,17.00031278,30.00027578,0,59.999952,17.00031278
SHB-FX8H-913981,1,Self Contruction,3,Married,Govt,0,1,43,20,22,18845,952381,600000,180,9234.030273,48.99989532,89.00270143,0,62.99999685,48.99989532
SHB-1SOK-579021,0,Self Contruction,3,Unmarried,Govt,0,0,27,20,32,29596,806452,500000,180,7695.02002,26.0002028,34.00061868,0,61.99997024,26.0002028
SHB-X7SN-703692,0,Self Contruction,3,Married,Govt,0,0,30,28,13,30177,1492537,1000000,180,15390.04004,50.99923796,62.99905866,0,67.00001407,50.99923796
SHB-TKMB-535196,0,Self Contruction,3,Married,Corporate,0,0,46,3,1,62131,609756,500000,60,12426.29004,20.00014492,27.00017391,0,82.00001312,20.00014492
SHB-5J26-653131,1,Self Contruction,3,Married,Ind/SmallBus,0,0,33,2,8,20074,937500,600000,180,9234.030273,45.99995155,79.99679696,0,64,45.99995155
SHB-P6Z7-701644,1,Self Contruction,3,Unmarried,Corporate,0,1,24,1,1,27179,918750,735000,120,12774.12988,46.99999957,72.99919928,0,80,46.99999957
SHB-T969-728272,1,Self Contruction,3,Married,Govt,0,1,41,13,20,24559,1190476,750000,180,11542.53027,46.99918675,85.99709636,0,63.00001008,46.99918675
SHB-7S3I-679761,1,Self Contruction,3,Married,Business,0,0,30,6,18,14894,1500000,300000,180,4617.009766,30.99912559,84.99649789,0,20,30.99912559
SHB-1CI8-534438,0,Self Contruction,3,Married,Business,1,0,46,10,18,40500,3448276,1000000,180,15390.04004,38.00009886,82.00149211,5492,28.99999884,51.56059269
SHB-8A1V-498801,0,Self Contruction,3,Married,Corporate,0,0,36,8,5,29596,1388889,500000,180,7695.02002,26.0002028,34.00061868,0,35.99999712,26.0002028
SHB-83L3-620691,1,Self Contruction,3,Married,Corporate,0,1,33,1,2,25868,987500,790000,180,12158.12988,47.00065673,71.00052489,0,80,47.00065673
SHB-1E07-535216,1,Self Contruction,3,Married,Corporate,0,0,43,5,3,18020,500000,300000,84,7027.779785,38.99988782,81.00253325,0,60,38.99988782
SHB-179J-788916,1,Self Contruction,3,Married,Business,0,0,55,2,30,37242,1090909,600000,120,10427.86035,28.00026946,53.99958755,0,55.00000458,28.00026946
SHB-XM2Q-882021,0,Self Contruction,3,Married,Business,0,0,41,1,5,29596,1000000,500000,180,7695.02002,26.0002028,43.0009501,0,50,26.0002028
SHB-L16W-782424,0,Self Contruction,3,Married,Business,0,0,44,1,18,39900,897436,700000,180,10773.03027,27.00007587,35.00009835,0,77.99999109,27.00007587
SHB-C21E-887329,0,Self Contruction,3,Married,Govt,0,0,55,20,22,20710,1250000,500000,60,12426.29004,60.00140048,86.0010384,0,40,60.00140048
SHB-4W44-721261,0,Self Contruction,3,Married,Ind/SmallBus,0,0,33,12,13,21546,853659,350000,180,5386.52002,25.00009292,42.0001561,0,40.99997774,25.00009292
SHB-WS6K-995311,1,Self Contruction,3,Married,Business,0,0,46,25,30,37343,2777778,500000,60,12696.70996,34.0002409,48.00086938,0,17.99999856,34.0002409
SHB-0X9Q-601206,1,Self Contruction,3,Unmarried,Corporate,1,1,29,20,5,54964,1538462,1000000,180,15390.04004,28.0002184,50.00013008,11229,64.9999805,48.42995422
SHB-73IZ-621591,0,Self Contruction,3,Married,Corporate,0,0,31,30,2,19937,555556,400000,84,9370.379883,46.99994925,65.9978862,0,71.9999424,46.99994925
SHB-1YWZ-944214,1,Self Contruction,3,Unmarried,Business,0,1,24,23,8,33229,1187500,950000,180,14620.54004,43.99933805,90.99732395,0,80,43.99933805
SHB-9PC8-664542,0,Self Contruction,3,Married,Ind/SmallBus,1,0,31,8,9,24957,1000000,600000,180,9234.030273,36.99976068,60.99901092,1702,60,43.81949062
SHB-Q38D-787343,1,Self Contruction,3,Married,Business,0,0,32,1,17,44426,1111111,500000,84,10217.90039,22.9998208,33.00035652,0,45.0000045,22.9998208
SHB-0R96-565760,0,Self Contruction,3,Married,Corporate,0,0,34,10,4,16092,1000000,500000,120,8689.879883,54.00124213,88.99917946,0,50,54.00124213
SHB-0HU0-847966,0,Self Contruction,3,Married,Business,0,0,41,9,22,73286,1538462,1000000,180,15390.04004,20.99997276,31.99991691,0,64.9999805,20.99997276
SHB-W0U0-883354,0,Self Contruction,3,Married,Govt,0,0,55,3,19,16034,1000000,400000,60,9941.030273,61.99968987,82.00140455,0,40,61.99968987
SHB-N446-569025,1,Self Contruction,3,Married,Corporate,0,1,32,20,9,29838,1696429,950000,180,14620.54004,48.99973202,75.00020539,0,55.99998585,48.99973202
SHB-73HH-885668,0,Self Contruction,3,Unmarried,Business,0,0,28,2,5,25127,1509434,800000,180,12312.03027,48.99920513,90.0002213,0,52.99999868,48.99920513
SHB-4B25-670453,1,Self Contruction,3,Married,Govt,0,1,45,1,24,17758,2045455,450000,180,6925.52002,38.99943698,96.00110923,0,21.99999511,38.99943698
SHB-OP46-680818,1,Self Contruction,3,Married,Business,0,1,33,25,15,21228,2500000,400000,180,6156.02002,28.99952902,50.0001626,0,16,28.99952902
SHB-CRU6-724575,0,Self Contruction,3,Unmarried,Business,0,0,25,5,5,34977,1369863,1000000,180,15390.04004,44.00045756,52.00040559,0,73.00000073,44.00045756
SHB-DU26-956222,0,Self Contruction,3,Married,Ind/SmallBus,0,0,33,20,3,34977,1612903,1000000,180,15390.04004,44.00045756,52.00040559,0,62.00000868,44.00045756
SHB-5V65-585804,1,Self Contruction,3,Unmarried,Ind/SmallBus,0,1,37,12,6,26840,1194030,800000,180,12883.37012,48.00063382,89.99909268,0,66.99999163,48.00063382
SHB-53K9-795048,0,Self Contruction,3,Married,Business,0,0,43,3,15,45265,1204819,1000000,180,15390.04004,33.99986753,54.00014049,0,83.00001909,33.99986753
SHB-8958-872225,0,Self Contruction,3,Married,Business,0,0,52,7,25,24823,1408451,1000000,180,15390.04004,61.99911388,94.00219911,0,70.99998509,61.99911388
SHB-VM53-530475,0,Self Contruction,3,Married,Business,0,0,30,1,10,34977,1492537,1000000,180,15390.04004,44.00045756,61.99911388,0,67.00001407,44.00045756
SHB-833M-778720,0,Self Contruction,3,Married,Corporate,0,0,52,4,22,23426,714286,350000,84,8199.080078,34.99991496,52.99987122,0,48.9999804,34.99991496
SHB-V18C-941645,0,Self Contruction,3,Married,Corporate,0,0,43,20,16,22632,806452,500000,180,7695.02002,34.00061868,52.99965576,0,61.99997024,34.00061868
SHB-8311-844951,0,Self Contruction,3,Married,Business,0,0,27,5,2,30177,1492537,1000000,180,15390.04004,50.99923796,77.99929065,0,67.00001407,50.99923796
SHB-7LC7-859635,1,Self Contruction,3,Married,Corporate,0,0,28,2,1,35791,3030303,1000000,180,15390.04004,42.99974865,57.99902031,0,33.00000033,42.99974865
SHB-4UH8-789182,1,Self Contruction,3,Married,Ind/SmallBus,0,1,34,5,3,20074,909091,600000,180,9234.030273,45.99995155,82.00009123,0,65.9999934,45.99995155
SHB-744C-874729,1,Self Contruction,3,Married,Corporate,0,1,36,10,4,24823,724638,500000,180,7695.02002,30.99955694,54.99978572,0,68.99996964,30.99955694
SHB-8B8V-621352,1,Self Contruction,3,Married,Ind/SmallBus,0,0,25,1,5,24823,704225,500000,180,7695.02002,30.99955694,56.00043679,0,71.0000355,30.99955694
SHB-BZ8H-766451,1,Self Contruction,3,Married,Ind/SmallBus,0,0,44,35,22,21228,1111111,400000,180,6156.02002,28.99952902,64.9986276,0,36.0000036,28.99952902
SHB-TLOF-713242,0,Self Contruction,3,Married,Business,0,0,43,6,15,50926,666667,500000,84,11712.96973,22.99997983,28.00002325,0,74.9999625,22.99997983
SHB-5U1A-894566,1,Self Contruction,3,Married,Business,0,1,33,2,10,22340,1000000,450000,180,6925.52002,31.00053724,91.00551931,0,45,31.00053724
SHB-T94J-557961,1,Self Contruction,3,Married,Corporate,1,0,38,2,12,68400,1194030,800000,180,12312.03027,18.00004426,40.00009835,21799,66.99999163,49.8699273
SHB-PC11-590209,1,Self Contruction,3,Married,Corporate,0,1,31,3,2,32745,1388889,1000000,180,15390.04004,46.99966419,79.00025686,0,71.99999424,46.99966419
SHB-52TA-912481,1,Self Contruction,3,Married,Business,0,1,42,15,15,51300,1298701,1000000,180,15390.04004,30.00007805,41.99994553,0,77.00001771,30.00007805
SHB-6506-858536,1,Self Contruction,3,Married,Business,1,0,25,3,8,59645,1666667,1000000,180,16104.20996,27.00010053,45.00016755,7462,59.999988,39.51078877
SHB-C7B0-859332,1,Self Contruction,3,Married,Business,1,0,35,1,8,63525,500000,400000,180,7623.02002,12.00003151,19.00007482,15646,80,36.62970487
SHB-Y223-626172,0,Self Contruction,3,Married,Business,0,0,27,2,5,35515,789474,300000,180,4617.009766,13.00016828,16.9999255,0,37.9999848,13.00016828
SHB-2178-769134,1,Self Contruction,3,Married,Corporate,1,1,38,2,2,49468,1200000,900000,180,13851.04004,28.00000008,54.99936483,9280,75,46.75960225
SHB-82A9-689866,0,Self Contruction,3,Married,Business,0,0,56,12,35,54397,2500000,1000000,144,16319.23047,30.00023985,45.99946576,0,40,30.00023985
SHB-5639-777722,1,Self Contruction,3,Unmarried,Corporate,0,1,29,27,5,24828,1020408,500000,120,8689.879883,35.00032174,54.00124213,0,49.00000784,35.00032174
SHB-07L4-811870,1,Self Contruction,3,Married,Corporate,0,1,32,10,12,25127,1568627,800000,180,12312.03027,48.99920513,84.99848308,0,51.00001466,48.99920513
SHB-0FVE-846243,1,Self Contruction,3,Married,Business,0,1,28,8,12,85500,1298701,1000000,180,15390.04004,18.00004683,23.00007478,0,77.00001771,18.00004683
SHB-H73S-638961,1,Self Contruction,3,Unmarried,Corporate,0,1,25,4,6,29908,822785,650000,180,10467.74023,34.99980017,61.00081722,0,78.99998177,34.99980017
SHB-15G1-992186,1,Self Contruction,3,Married,Business,0,0,35,1,15,51300,1016949,600000,180,9234.030273,18.00005901,22.99997577,0,59.00000885,18.00005901
SHB-956G-850155,0,Self Contruction,3,Married,Business,0,0,40,22,20,58565,806452,500000,84,11712.96973,19.99994831,25.9999328,0,61.99997024,19.99994831
SHB-1NPY-547914,0,Self Contruction,3,Married,Business,0,0,31,1,6,90530,1204819,1000000,180,15390.04004,16.99993377,20.99997276,0,83.00001909,16.99993377
SHB-8871-722593,1,Self Contruction,3,Married,Business,1,1,42,10,22,35515,500000,300000,180,4617.009766,13.00016828,38.00008038,11099,60,44.25175212
SHB-WXE5-656073,0,Self Contruction,3,Married,Corporate,0,0,31,1,1,24484,1000000,700000,180,10773.03027,44.00028702,64.9995793,0,70,44.00028702
SHB-56A4-736837,1,Self Contruction,3,Married,Business,0,1,47,1,32,30780,1400000,700000,180,10773.03027,35.00009835,61.99948362,0,50,35.00009835
SHB-OE1T-716442,1,Self Contruction,3,Married,Business,0,0,32,6,17,42750,1250000,1000000,180,15390.04004,36.00009366,50.99923796,0,80,36.00009366
SHB-81QL-950167,0,Self Contruction,3,Married,Business,0,0,36,5,16,40500,1612903,1000000,180,15390.04004,38.00009886,76.00019772,0,62.00000868,38.00009886
SHB-25KJ-633159,1,Self Contruction,3,Married,Corporate,0,1,41,3,5,29314,1403509,800000,180,12312.03027,42.00051263,81.00019917,0,56.99999074,42.00051263
SHB-94T9-822162,1,Self Contruction,3,Married,Corporate,0,1,35,7,7,23420,1489362,700000,180,10773.03027,45.99927529,77.99761275,0,46.9999906,45.99927529
SHB-J7YK-680019,1,Self Contruction,3,Married,Business,0,1,51,2,20,64125,1492537,1000000,180,15390.04004,24.00006244,31.00018137,0,67.00001407,24.00006244
SHB-WI2B-920164,1,Self Contruction,3,Unmarried,Business,0,1,41,1,17,31792,1442308,750000,120,13034.82031,41.00031553,70.99962042,0,51.99998891,41.00031553
SHB-A91U-694025,1,Self Contruction,3,Married,Business,0,0,45,4,10,39300,806452,250000,84,5108.950195,12.99987327,21.00028854,0,30.99998512,12.99987327
SHB-2H91-602106,1,Self Contruction,3,Married,Business,1,1,44,8,8,37309,1000000,800000,180,12312.03027,33.00016155,57.00014015,1653,80,37.4307279
SHB-11B8-705876,1,Self Contruction,3,Married,Business,0,0,37,2,16,32063,1587302,1000000,180,15390.04004,47.99937635,69.99927244,0,62.99998362,47.99937635
SHB-J0ZZ-501558,0,Self Contruction,3,Married,Business,0,0,43,14,24,31841,1500000,600000,180,9234.030273,29.00044054,45.99995155,0,40,29.00044054
SHB-GU7R-512797,1,Self Contruction,3,Married,Business,0,0,38,7,24,51300,1600000,400000,180,6156.02002,12.00003902,16.00005203,0,25,12.00003902
SHB-A3BT-594323,1,Self Contruction,3,Married,Corporate,0,1,43,3,3,39695,1285714,900000,144,14687.30957,37.00040199,57.00046404,0,70.00001556,37.00040199
SHB-EWN4-646905,0,Self Contruction,3,Married,Corporate,0,0,29,1,1,19950,1000000,700000,180,10773.03027,54.00015175,95.99920044,0,70,54.00015175
SHB-199G-641290,1,Self Contruction,3,Married,Ind/SmallBus,0,0,57,4,14,30432,2307692,600000,60,14911.5498,48.99957218,73.99905615,0,26.00000347,48.99957218
SHB-9MIT-560269,1,Self Contruction,3,Unmarried,Corporate,0,0,22,1,2,32063,2173913,1000000,180,15390.04004,47.99937635,77.00025036,0,46.00000092,47.99937635
