ID,Decision,Build_Selfcon,Tier,Marital_Status,Employer_Type,OldEmi_d,BankSave_d,Age,YrsAdd,YrsJob,TotInc,MarVal,LoanReq,Term,CalcEmi,IIR,IAR,OldEmi,LTV,FOIR
DEL-93RE-757156,1,Self Contruction,1,Married,Business,0,0,40,5,18,34628,1285714,450000,180,6925.52002,19.99976903,66.00133441,0,35.00000778,19.99976903
DEL-8196-985003,0,Self Contruction,1,Married,Ind/SmallBus,0,0,38,5,12,14000,187500,300000,180,4617.009766,32.97864118,51.30010851,0,160,32.97864118
DEL-Q6PJ-733129,1,Self Contruction,1,Married,Corporate,1,0,34,16,2,49248,1052632,800000,180,12312.03027,25.00006147,42.00051263,9283,75.9999696,43.8495579
DEL-5G86-749178,1,Self Contruction,1,Married,Business,0,0,28,6,7,23940,531646,420000,180,6463.819824,27.00008281,46.99934432,0,78.99993605,27.00008281
DEL-RF99-746179,1,Self Contruction,1,Unmarried,Business,1,0,29,8,4,59192,1587302,1000000,180,15390.04004,26.0002028,42.99974865,1912,62.99998362,29.23036903
DEL-2TI4-561599,1,Self Contruction,1,Married,Corporate,0,0,31,1,3,30780,1200000,900000,180,13851.04004,45.00013008,90.99954037,0,75,45.00013008
DEL-Q860-537126,1,Self Contruction,1,Married,Business,0,0,33,3,5,37784,704225,500000,84,11712.96973,30.99981401,48.00003986,0,71.0000355,30.99981401
DEL-8810-866986,1,Self Contruction,1,Married,Corporate,0,0,35,2,8,46636,1351351,1000000,180,15390.04004,33.00034317,52.00040559,0,74.00001924,33.00034317
DEL-8Y4L-769999,0,Self Contruction,1,Unmarried,Business,0,0,22,6,5,24624,1000000,400000,180,6156.02002,25.0000813,31.99927238,0,40,25.0000813
DEL-425F-625486,1,Self Contruction,1,Married,Govt,0,0,39,8,10,16200,1379310,400000,180,6156.02002,38.00012358,92.00448393,0,29.00000725,38.00012358
DEL-S004-988869,1,Self Contruction,1,Married,Business,0,0,33,25,12,35791,1785714,1000000,180,15390.04004,42.99974865,60.0001561,0,56.00000896,42.99974865
DEL-411B-878250,0,Self Contruction,1,Married,Business,0,0,33,8,10,49645,1492537,1000000,180,15390.04004,31.00018137,40.99965378,0,67.00001407,31.00018137
DEL-Y9SN-677974,0,Self Contruction,1,Married,Business,0,0,33,10,8,21725,704225,500000,120,8689.879883,39.9994471,87.99878362,0,71.0000355,39.9994471
DEL-07A0-531082,1,Self Contruction,1,Married,Business,0,0,36,1,8,51300,1212121,800000,180,12312.03027,24.00005901,45.00011065,0,66.00001155,24.00005901
DEL-4O48-744749,1,Self Contruction,1,Married,Ind/SmallBus,0,0,36,3,8,41920,1481481,800000,84,16348.63965,38.99961748,73.99918367,0,54.00001755,38.99961748
DEL-KM25-961260,1,Self Contruction,1,Married,Corporate,0,0,32,2,2,36643,4545455,1000000,180,15390.04004,41.99994553,86.00190019,0,21.9999978,41.99994553
DEL-Q597-724759,1,Self Contruction,1,Married,Corporate,0,0,31,2,1,22632,625000,500000,180,7695.02002,34.00061868,66.00068633,0,80,34.00061868
DEL-O7H7-941681,0,Self Contruction,1,Married,Business,0,0,38,3,15,14894,1000000,600000,180,9234.030273,61.99832331,91.99990309,0,60,61.99832331
DEL-12OB-881383,0,Self Contruction,1,Married,Govt,0,0,50,48,23,45600,1403509,800000,180,12312.03027,27.00006639,40.00009835,0,56.99999074,27.00006639
DEL-BOR6-785187,1,Self Contruction,1,Married,Corporate,0,0,33,5,1,32063,1250000,1000000,180,15390.04004,47.99937635,79.00025686,0,80,47.99937635
DEL-W0MG-910742,1,Self Contruction,1,Married,Business,0,0,38,2,20,65957,2000000,900000,180,13851.04004,21.00010619,27.00007805,0,45,21.00010619
DEL-V36T-858706,0,Self Contruction,1,Unmarried,Business,0,0,33,7,10,39716,1095890,800000,180,12312.03027,31.00017694,33.00016155,0,73.00002738,31.00017694
DEL-1N62-636190,1,Self Contruction,1,Married,Govt,0,0,42,10,16,23085,1200000,600000,180,9234.030273,40.00013114,91.00256503,0,50,40.00013114
DEL-KO1Y-885223,1,Self Contruction,1,Married,Corporate,0,0,41,5,8,36643,1250000,1000000,180,15390.04004,41.99994553,91.00070979,0,80,41.99994553
DEL-WJV5-500870,1,Self Contruction,1,Married,Business,0,1,46,1,11,49645,2564103,1000000,180,15390.04004,31.00018137,91.00070979,0,38.99999337,31.00018137
DEL-C45R-655710,1,Self Contruction,1,Married,Business,0,0,37,28,15,51300,1250000,1000000,180,15390.04004,30.00007805,42.99974865,0,80,30.00007805
DEL-G44M-690748,0,Self Contruction,1,Married,Business,0,0,40,10,7,40500,1250000,1000000,180,15390.04004,38.00009886,45.00011707,0,80,38.00009886
DEL-4E96-774850,1,Self Contruction,1,Married,Business,1,0,43,8,25,43972,2500000,1000000,180,15390.04004,34.99963622,86.00190019,8618,40,54.59847184
DEL-0LB2-559689,1,Self Contruction,1,Unmarried,Business,0,0,40,35,16,34760,1216216,900000,120,15641.79004,44.99939597,80.00097197,0,74.00001316,44.99939597
DEL-59JT-633023,0,Self Contruction,1,Married,Ind/SmallBus,0,0,35,1,10,17100,754717,400000,180,6156.02002,36.00011707,62.00040306,0,52.99999868,36.00011707
DEL-2HZG-976602,1,Self Contruction,1,Married,Corporate,0,0,44,1,3,34977,1587302,1000000,180,15390.04004,44.00045756,60.0001561,0,62.99998362,44.00045756
DEL-VV9B-706628,1,Self Contruction,1,Married,Business,0,0,38,7,20,118385,1492537,1000000,180,15390.04004,12.99999159,20.99997276,0,67.00001407,12.99999159
DEL-58F0-589882,1,Self Contruction,1,Unmarried,Business,0,0,24,10,5,32063,1298701,1000000,180,15390.04004,47.99937635,96.00174686,0,77.00001771,47.99937635
DEL-792M-908479,1,Self Contruction,1,Married,Ind/SmallBus,0,0,35,15,10,24047,641026,500000,180,7695.02002,31.99991691,45.00011707,0,77.99995632,31.99991691
DEL-B98F-530264,0,Self Contruction,1,Married,Business,0,0,43,7,27,14894,1304348,300000,180,4617.009766,30.99912559,45.99989803,0,22.99999693,30.99912559
FBD-29NM-689492,1,Self Contruction,2,Married,Corporate,0,0,40,39,3,34760,1034483,600000,120,10427.86035,29.99959825,47.9993572,0,57.99998647,29.99959825
FBD-E2B0-588300,1,Self Contruction,2,Married,Corporate,0,0,29,27,1,34298,975000,780000,180,12004.23047,34.99979727,45.00011422,0,80,34.99979727
FBD-XX6X-661575,1,Self Contruction,2,Married,Corporate,0,0,24,23,5,24828,952381,600000,120,10427.86035,42.00040419,63.99816099,0,62.99999685,42.00040419
FBD-ZS0C-829069,1,Self Contruction,2,Married,Corporate,0,0,51,4,4,12620,568966,330000,96,6310.080078,50.00063453,79.9959442,0,57.99995079,50.00063453
FBD-VZJD-906888,1,Self Contruction,2,Unmarried,Business,0,0,27,8,14,43449,1666667,800000,120,13903.80957,32.00029821,70.99938503,0,47.9999904,32.00029821
FBD-28QP-532905,1,Self Contruction,2,Married,Business,0,0,43,1,8,68400,2500000,800000,180,12312.03027,18.00004426,27.00006639,0,32,18.00004426
FBD-JMTL-807588,1,Self Contruction,2,Married,Corporate,0,0,43,2,14,34200,1363636,600000,180,9234.030273,27.00008852,45.00014753,0,44.00001173,27.00008852
FBD-Z77E-568655,0,Self Contruction,2,Married,Corporate,0,0,34,10,3,24003,100000,80000,180,960.1300049,4.000041682,4.999895875,0,80,4.000041682
FBD-T82J-863830,0,Self Contruction,2,Married,Business,0,0,44,7,15,27560,1818182,400000,84,9370.379883,33.99992701,53.99861628,0,21.9999978,33.99992701
FBD-HQNM-566863,1,Self Contruction,2,Married,Business,0,0,43,1,14,32745,1694915,1000000,180,15390.04004,46.99966419,77.00025036,0,59.00000885,46.99966419
FBD-6D4I-509577,1,Self Contruction,2,Unmarried,Business,0,0,31,4,15,25620,1129032,700000,180,11272.9502,44.00058624,88.00117248,0,62.00001417,44.00058624
FBD-ZO0F-578188,1,Self Contruction,2,Married,Business,0,0,49,5,20,19522,800000,200000,84,4685.189941,23.99953868,36.00115215,0,25,23.99953868
FBD-O3GW-811623,0,Self Contruction,2,Married,Business,0,0,41,15,25,40346,855263,650000,120,11296.84961,27.99992467,41.00043411,0,76.00001403,27.99992467
FBD-J796-758166,0,Self Contruction,2,Married,Business,0,0,32,31,15,49645,2040816,1000000,180,15390.04004,31.00018137,34.99963622,0,49.00000784,31.00018137
FBD-56Q9-712868,1,Self Contruction,2,Unmarried,Corporate,1,0,24,6,1,36850,1400000,700000,144,11423.45996,30.99989135,60.99994639,6751,50,49.32010844
FBD-1733-636325,1,Self Contruction,2,Married,Business,0,0,49,12,20,45265,2325581,1000000,180,15390.04004,33.99986753,76.00019772,0,43.00000731,33.99986753
FBD-JY05-568329,1,Self Contruction,2,Unmarried,Corporate,0,0,30,1,1,16031,5000000,500000,180,7695.02002,48.00087343,81.00021073,0,10,48.00087343
FBD-404W-655160,1,Self Contruction,2,Married,Business,1,0,35,4,8,115865,3448276,1000000,120,17379.76953,15.00001686,33.99997952,36660,28.99999884,46.64028786
FBD-A8UD-669327,1,Self Contruction,2,Married,Business,0,0,39,2,18,42750,1470588,1000000,180,15390.04004,36.00009366,71.00036925,0,68.00001088,36.00009366
FBD-V2LH-548515,1,Self Contruction,2,Married,Business,0,0,34,1,14,33276,1066667,800000,180,12312.03027,36.99973036,60.00014753,0,74.99997656,36.99973036
FBD-5VUZ-844279,1,Self Contruction,2,Married,Business,0,0,37,36,16,17380,150000,120000,120,2085.570068,11.99982778,26.00137225,0,80,11.99982778
FBD-4H97-582940,1,Self Contruction,2,Married,Corporate,0,0,37,1,4,28242,632911,500000,60,12426.29004,43.99932738,65.00125563,0,79.00004898,43.99932738
FBD-X10H-992278,1,Self Contruction,2,Married,Corporate,1,0,25,2,2,19965,1500000,480000,180,7387.220215,37.00085257,70.00113915,2368,32,48.86160889
FBD-938B-569816,1,Self Contruction,2,Married,Business,0,0,39,38,11,30033,694444,500000,84,11712.96973,39.00033206,67.00017004,0,72.00004608,39.00033206
FBD-5WS8-685506,0,Self Contruction,2,Married,Business,1,0,50,6,10,57000,1298701,1000000,180,15390.04004,27.00007024,50.99923796,10271,77.00001771,45.01936849
FBD-5Q18-911619,1,Self Contruction,2,Married,Corporate,0,0,32,7,3,35469,2325581,1000000,120,17379.76953,48.9998859,74.00055153,0,43.00000731,48.9998859
FBD-OF13-827731,0,Self Contruction,2,Unmarried,Business,1,0,31,18,15,33457,1333333,1000000,180,15390.04004,45.99946211,74.00125037,1927,75.00001875,51.75909388
FBD-TIT7-901889,1,Self Contruction,2,Married,Govt,0,0,47,25,22,17891,795455,350000,120,6082.919922,33.99988778,56.00184056,0,43.99997486,33.99988778
FBD-DWX6-703157,1,Self Contruction,2,Married,Business,0,0,45,1,10,25650,1290323,800000,180,12312.03027,48.00011803,86.00188791,0,61.99997985,48.00011803
FBD-B576-541989,1,Self Contruction,2,Married,Business,0,0,30,1,5,33912,1600000,800000,120,13903.80957,40.99967436,60.0000413,0,50,40.99967436
FBD-PB3H-736395,1,Self Contruction,2,Married,Business,1,0,45,40,5,30221,1111111,500000,144,8159.609863,26.99980101,48.00052864,6519,45.0000045,48.57089396
FBD-PEQV-938154,0,Self Contruction,2,Unmarried,Corporate,0,0,35,6,4,38475,1333333,1000000,180,15390.04004,40.00010407,49.00038219,0,75.00001875,40.00010407
FBD-6HQ2-624119,0,Self Contruction,2,Married,Business,0,0,31,30,12,94000,1875000,1000000,180,15390.04004,16.37238302,19.85811618,0,53.33333333,16.37238302
FBD-F338-542881,1,Self Contruction,2,Married,Business,1,0,38,2,20,41595,1785714,1000000,180,15390.04004,36.99973564,69.99927244,4139,56.00000896,46.95045087
FBD-HHTC-543292,1,Self Contruction,2,Married,Ind/SmallBus,0,0,47,1,2,32063,1960784,1000000,180,15390.04004,47.99937635,86.99853046,0,51.00000816,47.99937635
FBD-M8D4-987791,1,Self Contruction,2,Married,Business,0,0,45,6,15,30824,5000000,500000,84,11712.96973,37.99951248,65.99971672,0,10,37.99951248
FBD-2MO7-683845,1,Self Contruction,2,Married,Corporate,0,0,34,3,4,40500,1333333,1000000,180,15390.04004,38.00009886,49.00038219,0,75.00001875,38.00009886
FBD-GC60-580965,1,Self Contruction,2,Married,Business,1,0,45,5,5,29291,1076923,700000,144,11423.45996,38.99989745,74.00051798,2299,65.00000464,46.84872473
FBD-Z68Z-570044,1,Self Contruction,2,Married,Corporate,0,0,35,4,3,24896,1617647,550000,180,8464.519531,33.99951611,52.99930832,0,34.00000124,33.99951611
FBD-4845-520101,1,Self Contruction,2,Married,Business,1,0,46,1,8,35727,812500,650000,180,10003.53027,27.9999168,44.00057301,1772,80,32.95975109
FBD-N827-619482,0,Self Contruction,2,Married,Corporate,0,0,38,8,15,34200,1470588,1000000,180,15390.04004,45.00011707,63.99983382,0,68.00001088,45.00011707
FBD-5N8K-551593,1,Self Contruction,2,Married,Corporate,0,0,57,20,10,16733,2142857,300000,84,7027.779785,41.99952062,60.99973774,0,14.00000093,41.99952062
FBD-J1VP-553979,1,Self Contruction,2,Married,Corporate,0,0,32,31,1,33305,1315789,1000000,144,16319.23047,48.99934085,81.00079649,0,76.00002736,48.99934085
FBD-H754-594376,1,Self Contruction,2,Married,Ind/SmallBus,0,0,49,1,1,16517,909091,400000,180,6441.680176,39.00030378,73.00181523,0,43.9999956,39.00030378
FBD-BNX7-550584,0,Self Contruction,2,Married,Corporate,0,0,45,8,1,35791,1886792,1000000,180,15390.04004,42.99974865,79.00025686,0,53.00001272,42.99974865
FBD-1JC7-892224,1,Self Contruction,2,Married,Business,0,0,43,3,18,32063,1298701,1000000,180,15390.04004,47.99937635,86.00190019,0,77.00001771,47.99937635
FBD-8MX7-871569,1,Self Contruction,2,Married,Corporate,0,0,26,24,1,30111,1323529,900000,180,13851.04004,45.99993371,85.99925518,0,68.00002116,45.99993371
FBD-J76V-940070,1,Self Contruction,2,Married,Ind/SmallBus,0,0,35,3,25,27650,1458333,700000,120,12165.83984,43.99942077,67.99977555,0,48.00001097,43.99942077
FBD-6J86-615958,1,Self Contruction,2,Married,Business,1,0,31,20,15,45265,1298701,1000000,180,15390.04004,33.99986753,67.00060966,5658,77.00001771,46.49959138
FBD-I51A-736286,1,Self Contruction,2,Married,Corporate,0,0,34,3,2,35791,1639344,1000000,180,15390.04004,42.99974865,76.00019772,0,61.00000976,42.99974865
FBD-HZM5-901270,1,Self Contruction,2,Married,Business,0,0,38,20,12,45265,1333333,1000000,180,15390.04004,33.99986753,46.99966419,0,75.00001875,33.99986753
FBD-OJ4J-951620,0,Self Contruction,2,Married,Corporate,1,0,35,5,5,45600,1000000,800000,180,12312.03027,27.00006639,64.99857604,6872,80,42.07024183
FBD-843E-962655,1,Self Contruction,2,Married,Business,0,0,37,18,10,34200,2083333,1000000,180,15390.04004,45.00011707,63.99983382,0,48.00000768,45.00011707
FBD-95BW-991732,1,Self Contruction,2,Married,Business,1,0,31,22,10,36936,789474,600000,180,9234.030273,25.00008196,48.99989532,8909,75.9999696,49.12018159
FBD-5396-602046,0,Self Contruction,2,Married,Corporate,0,0,58,40,20,40390,1000000,500000,84,11712.96973,28.99967746,42.00003488,0,50,28.99967746
FBD-QWZI-678649,1,Self Contruction,2,Married,Business,0,0,41,5,12,21296,2857143,400000,84,9370.379883,44.00065685,92.00176615,0,13.9999993,44.00065685
FBD-69QC-590488,1,Self Contruction,2,Married,Business,0,0,52,6,5,25463,4545455,500000,84,11712.96973,45.99995965,76.99822329,0,10.9999989,45.99995965
FBD-3322-931774,0,Self Contruction,2,Married,Business,0,0,31,3,8,40500,1333333,1000000,180,15390.04004,38.00009886,50.99923796,0,75.00001875,38.00009886
FBD-22KC-833876,1,Self Contruction,2,Unmarried,Business,1,0,34,20,7,31564,597015,400000,60,11047.55957,35.00050555,59.99869424,2386,66.99999163,42.55975025
FBD-X098-874706,0,Self Contruction,2,Married,Business,0,0,30,2,10,32979,1000000,600000,180,9234.030273,27.99972793,43.0009792,0,60,27.99972793
FBD-D36N-794087,1,Self Contruction,2,Married,Business,0,0,27,2,7,31841,759494,600000,180,9234.030273,29.00044054,46.999696,0,78.99996577,29.00044054
FBD-SN25-552393,1,Self Contruction,2,Married,Business,0,0,35,4,12,49243,860759,680000,120,11818.24023,23.99983802,28.99968158,0,79.00004531,23.99983802
FBD-1A44-963469,0,Self Contruction,2,Married,Business,0,0,37,36,10,34450,1000000,500000,84,11712.96973,33.99991212,59.99882044,0,50,33.99991212
FBD-21T9-616914,0,Self Contruction,2,Married,Corporate,0,0,51,20,15,34760,1492537,1000000,120,17379.76953,49.99933697,76.00039151,0,67.00001407,49.99933697
FBD-6988-958718,0,Self Contruction,2,Married,Corporate,0,0,28,5,3,22266,1000000,680000,180,10465.23047,47.00094525,79.99717527,0,68,47.00094525
FBD-G7K1-655051,1,Self Contruction,2,Married,Business,1,0,34,1,10,27808,1666667,400000,120,6951.910156,24.99967691,45.99953786,2425,23.9999952,33.720189
FBD-1UVB-659264,1,Self Contruction,2,Married,Corporate,0,0,41,1,15,12478,810811,300000,180,4617.009766,37.00120024,96.00768903,0,36.99999137,37.00120024
FBD-IADW-906116,1,Self Contruction,2,Married,Corporate,0,0,30,3,5,24823,1162791,500000,180,7695.02002,30.99955694,50.00013008,0,42.99998882,30.99955694
FBD-4ODZ-651029,1,Self Contruction,2,Married,Corporate,0,0,51,5,60,45471,1904762,800000,108,15005.50977,33.00017542,57.00098676,0,41.9999979,33.00017542
FBD-GX5N-709970,1,Self Contruction,2,Married,Business,1,0,34,32,9,49248,1509434,800000,180,12312.03027,25.00006147,53.0005608,10943,52.99999868,47.22025315
FBD-40UJ-563760,1,Self Contruction,2,Married,Corporate,0,0,59,23,3,36982,2580645,800000,78,17011.63086,45.99975896,70.00094996,0,31.00000194,45.99975896
FBD-81W4-795684,0,Self Contruction,2,Married,Business,0,0,36,5,11,25650,1538462,800000,180,12312.03027,48.00011803,86.99851804,0,51.9999844,48.00011803
FBD-9Q66-554570,1,Self Contruction,2,Married,Business,0,0,36,10,11,29314,1025641,800000,180,12312.03027,42.00051263,87.99964458,0,78.00000195,42.00051263
FBD-AK6P-688742,0,Self Contruction,2,Married,Business,0,0,31,4,10,40500,1351351,1000000,180,15390.04004,38.00009886,52.99965576,0,74.00001924,38.00009886
FBD-Q1Q2-562069,1,Self Contruction,2,Married,Corporate,0,0,40,1,8,13741,520833,250000,180,3847.51001,28.0002184,94.00219911,0,48.00003072,28.0002184
FBD-BPD8-941298,0,Self Contruction,2,Married,Corporate,0,0,39,38,10,14894,1034483,300000,180,4617.009766,30.99912559,76.00016075,0,28.99999323,30.99912559
FBD-L8CD-582575,0,Self Contruction,2,Married,Business,0,0,40,20,20,27888,1000000,500000,84,11712.96973,42.00003488,87.00118641,0,50,42.00003488
FBD-1Y2E-899899,1,Self Contruction,2,Married,Corporate,0,0,45,1,9,26738,666667,400000,120,6951.910156,26.00011278,44.9990948,0,59.99997,26.00011278
FBD-0VK4-929212,1,Self Contruction,2,Married,Business,0,0,28,1,8,31685,2058824,700000,180,10773.03027,34.00041115,69.00038605,0,33.99999223,34.00041115
FBD-QYQW-669655,1,Self Contruction,2,Married,Business,0,0,36,7,10,37537,2380952,1000000,180,15390.04004,40.99965378,79.99812891,0,42.00000672,40.99965378
FBD-O7B7-517478,1,Self Contruction,2,Unmarried,Corporate,0,0,31,4,1,36643,1470588,1000000,180,15390.04004,41.99994553,58.99957845,0,68.00001088,41.99994553
FBD-1T33-715398,1,Self Contruction,2,Married,Business,0,0,30,2,8,42750,1250000,1000000,180,15390.04004,36.00009366,81.00021073,0,80,36.00009366
FBD-EZE0-966169,0,Self Contruction,2,Married,Business,0,0,33,1,8,33666,945946,700000,180,10773.03027,31.99973348,44.00028702,0,73.99999577,31.99973348
FBD-1HZ9-883548,1,Self Contruction,2,Married,Business,0,0,29,1,15,51117,3125000,1000000,120,17379.76953,33.99997952,56.00054626,0,32,33.99997952
FBD-0770-812482,1,Self Contruction,2,Married,Business,0,0,24,10,10,20797,1724138,500000,180,7695.02002,37.00062518,79.99812891,0,28.99999884,37.00062518
FBD-K8A3-822405,0,Self Contruction,2,Married,Corporate,0,0,38,1,10,30152,1246753,960000,180,14774.44043,48.99986876,81.99822638,0,77.00001524,48.99986876
FBD-34D9-934905,0,Self Contruction,2,Married,Business,0,0,38,10,15,96188,1492537,1000000,180,15390.04004,15.99995846,20.99997276,0,67.00001407,15.99995846
FBD-CLI2-693815,1,Self Contruction,2,Married,Corporate,0,0,49,9,4,26447,1206897,700000,120,12165.83984,46.00083126,84.99853171,0,57.99997846,46.00083126
FBD-HD18-689958,1,Self Contruction,2,Married,Business,1,0,43,1,15,62959,2142857,900000,180,13851.04004,22.00009536,43.99949186,17585,42.0000028,49.93097101
FBD-U48A-512398,0,Self Contruction,2,Married,Business,0,0,43,5,12,49656,1333333,1000000,120,17379.76953,35.00034141,44.99966219,0,75.00001875,35.00034141
FBD-HK8G-934433,0,Self Contruction,2,Married,Corporate,0,0,33,11,5,29787,2222222,600000,180,9234.030273,31.00020235,39.00000115,0,27.0000027,31.00020235
GUJ-74F3-862520,1,Self Contruction,1,Married,Corporate,0,0,58,17,11,23266,735294,125000,120,2093.909912,8.999870679,15.99992292,0,17.00000272,8.999870679
GUJ-JYU9-935785,1,Builder,1,Unmarried,Business,0,0,30,20,5,22555,544304,430000,180,6315.410156,28.00004503,39.00086554,0,78.9999706,28.00004503
GUJ-194T-864367,0,Self Contruction,1,Married,Business,0,0,33,10,10,12414,280899,250000,120,4344.939941,35.00032174,51.99784516,0,88.99996084,35.00032174
GUJ-F3P2-688767,1,Builder,1,Married,Ind/SmallBus,0,0,41,2,4,13893,448718,350000,180,5140.450195,37.00028932,76.99895439,0,77.99999109,37.00028932
GUJ-LPF6-595397,1,Self Contruction,1,Married,Corporate,0,1,44,1,3,15503,703704,380000,180,5581.060059,35.99987137,87.0001568,0,53.99997726,35.99987137
GUJ-D9HU-784193,1,Self Contruction,1,Married,Business,1,0,38,4,12,15132,425000,340000,180,4993.580078,33.00013269,81.9963888,2032,80,46.42862859
GUJ-4B78-603853,0,Self Contruction,1,Unmarried,Corporate,1,0,28,4,2,16467,2312500,370000,180,5434.189941,33.00048546,55.00192248,4461,16,60.09103019
GUJ-X414-760977,1,Builder,1,Married,Corporate,0,1,45,20,14,15015,701754,400000,180,6156.02002,40.99913433,54.00017561,0,57.00003135,40.99913433
GUJ-128S-564684,1,Builder,1,Married,Corporate,0,0,49,25,18,12527,648148,350000,180,5386.52002,42.99928171,81.00030105,0,54.00001234,42.99928171
GUJ-F051-679519,1,Self Contruction,1,Married,Business,1,1,47,4,9,21218,690909,76000,120,1273.099976,6.000094145,10.99965419,4186,11.00000145,25.72862652
GUJ-JP0L-918381,1,Self Contruction,1,Married,Business,0,0,32,29,8,18294,350877,200000,120,3475.949951,19.0004917,42.0003619,0,57.00003135,19.0004917
GUJ-XL46-647311,1,Self Contruction,1,Married,Business,0,1,32,1,10,18604,1295455,570000,180,8371.589844,44.99887037,80.00372557,0,43.99998456,44.99887037
GUJ-TBZ2-794701,1,Self Contruction,1,Married,Corporate,1,0,51,40,6,19728,322581,100000,60,2761.889893,13.99984739,83.99908432,3415,30.9999659,31.31026912
GUJ-XVOQ-802672,1,Self Contruction,1,Unmarried,Business,0,0,47,20,35,16156,350877,200000,84,4685.189941,28.99969015,46.00088308,0,57.00003135,28.99969015
GUJ-6KNJ-857293,1,Self Contruction,1,Married,Business,0,1,51,22,20,21986,2500000,700000,180,10773.03027,48.99950093,77.99761275,0,28,48.99950093
GUJ-C08R-978211,1,Self Contruction,1,Married,Business,0,0,50,1,10,24190,1400000,280000,180,4112.359863,17.00024747,38.9981969,0,20,17.00024747
GUJ-3G0L-527728,1,Builder,1,Married,Corporate,0,0,37,10,10,14329,869565,400000,180,5874.799805,40.99937054,62.00316417,0,46.0000115,40.99937054
GUJ-TS85-635279,0,Self Contruction,1,Married,Business,0,0,40,3,25,25000,626063,630000,180,9695.730469,38.78292188,59.85018808,0,100.6288505,38.78292188
GUJ-L8L8-614050,1,Self Contruction,1,Married,Business,0,1,36,2,11,22632,1515152,500000,180,7695.02002,34.00061868,71.00036925,0,32.99998944,34.00061868
GUJ-0415-795451,1,Self Contruction,1,Married,Ind/SmallBus,1,1,41,39,13,28244,1630435,750000,180,11015.25977,39.00035323,71.99986774,2271,45.99999387,47.04099903
GUJ-F860-942586,1,Builder,1,Married,Business,0,1,29,20,7,20028,434783,300000,180,4406.100098,21.99970091,48.00196206,0,68.9999379,21.99970091
GUJ-27UG-924649,1,Self Contruction,1,Married,Business,0,1,30,15,20,24478,974026,750000,180,11015.25977,45.00065269,95.00008422,0,76.99999795,45.00065269
GUJ-1USJ-496223,1,Self Contruction,1,Married,Business,0,1,34,32,18,27279,500000,150000,36,5728.569824,20.99992604,69.99718749,0,30,20.99992604
GUJ-QCVF-981432,1,Self Contruction,1,Married,Govt,0,1,32,30,5,22364,858974,670000,180,9840.290039,44.00058147,76.99757464,0,78.0000326,44.00058147
GUJ-DH6A-520899,1,Self Contruction,1,Married,Business,0,1,43,1,20,13852,851852,230000,144,3601.399902,25.99913299,69.00555475,0,26.9999953,25.99913299
GUJ-2BXJ-956640,1,Self Contruction,1,Married,Business,0,1,37,18,22,30227,1481481,400000,84,9370.379883,31.0000327,84.00161258,0,27.00000878,31.0000327
GUJ-FB4K-609098,1,Builder,1,Unmarried,Ind/SmallBus,1,1,34,1,5,15736,379747,300000,180,4406.100098,28.00012772,57.00000126,1462,78.99996577,37.29092589
GUJ-S2EJ-510878,1,Builder,1,Married,Business,0,0,32,29,10,29596,746269,500000,180,7695.02002,26.0002028,67.00060966,0,66.99996918,26.0002028
GUJ-LJ12-874279,1,Self Contruction,1,Married,Corporate,0,0,29,26,6,11240,797872,375000,180,5507.629883,49.00026586,98.00053172,0,47.00002005,49.00026586
GUJ-FPRP-734072,1,Builder,1,Married,Ind/SmallBus,0,0,61,1,6,12584,530986,377000,180,5537,44.00031786,86.00497049,0,70.9999887,44.00031786
GUJ-IG6N-631031,0,Self Contruction,1,Married,Business,0,1,30,24,15,15000,637500,600000,180,9234.030273,61.56020182,83.56588483,0,94.11764706,61.56020182
GUJ-QE6W-758266,1,Builder,1,Unmarried,Ind/SmallBus,0,1,28,2,5,7532,444444,200000,180,2937.399902,38.99893657,89.01211825,0,45.000045,38.99893657
GUJ-9920-541880,1,Self Contruction,1,Married,Business,0,1,27,1,8,12239,921053,350000,180,5140.450195,42.00057354,81.00299709,0,37.9999848,42.00057354
GUJ-93R3-607655,1,Self Contruction,1,Married,Business,0,1,31,1,10,19847,1000000,500000,180,7343.5,37.00055424,73.99738009,0,50,37.00055424
GUJ-HXNQ-873836,1,Builder,1,Married,Business,0,1,31,5,20,24736,457143,320000,180,4699.839844,18.99999937,35.00029672,0,69.99997813,18.99999937
GUJ-QUO6-902039,1,Self Contruction,1,Married,Govt,0,1,48,10,26,33713,919444,331000,84,7753.990234,23.0000007,30.99984102,0,36.0000174,23.0000007
GUJ-460M-628589,1,Self Contruction,1,Married,Ind/SmallBus,0,0,33,17,3,15017,1666667,250000,84,5856.490234,38.99906928,98.9940878,0,14.999997,38.99906928
GUJ-29W0-860529,1,Self Contruction,1,Married,Ind/SmallBus,0,1,27,25,10,15060,461538,180000,84,4216.669922,27.99913627,96.00796726,0,39.000039,27.99913627
GUJ-70B1-875283,1,Self Contruction,1,Married,Ind/SmallBus,0,1,38,15,3,13871,850000,340000,180,4993.580078,36.00014475,67.00094027,0,40,36.00014475
GUJ-R65N-622968,1,Self Contruction,1,Married,Business,0,1,54,3,20,19779,800000,480000,144,7515.959961,37.99969645,90.00071801,0,60,37.99969645
